arm,threshold,n_runs,n_detected_before,n_detected_after,n_missed,n_false_alarm,n_no_event,detection_rate,false_alarm_rate,n_lead_defined,lead_median_slices,lead_p10_slices,lead_p90_slices,lead_mean_slices,git_sha,seed,source_file,ablation_axis
physical_only,0.59,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.61,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.63,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.65,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.67,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.69,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.71,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.73,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.75,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.77,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.79,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.81,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.83,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.85,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.87,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.89,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.91,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.93,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.95,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.97,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
physical_only,0.99,30,0,25,5,0,0,0.8333333333333334,,25,-3.0,-35.0,0.0,-13.84,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.05,30,10,20,0,0,0,1.0,,30,0.0,-4.0,110.0,34.46666666666667,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.07,30,10,20,0,0,0,1.0,,30,0.0,-4.0,107.0,33.63333333333333,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.09,30,10,20,0,0,0,1.0,,30,0.0,-4.0,104.0,32.766666666666666,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.11,30,10,20,0,0,0,1.0,,30,0.0,-4.0,101.0,31.866666666666667,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.13,30,10,20,0,0,0,1.0,,30,0.0,-4.0,98.0,30.866666666666667,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.15,30,9,21,0,0,0,1.0,,30,0.0,-4.0,94.0,30.033333333333335,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.17,30,9,21,0,0,0,1.0,,30,0.0,-4.0,91.0,29.333333333333332,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.19,30,9,21,0,0,0,1.0,,30,0.0,-4.0,87.0,28.5,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.21,30,9,21,0,0,0,1.0,,30,0.0,-4.0,84.0,28.0,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.23,30,9,21,0,0,0,1.0,,30,0.0,-4.0,80.0,27.333333333333332,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.25,30,9,21,0,0,0,1.0,,30,0.0,-4.0,76.0,26.666666666666668,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.27,30,9,21,0,0,0,1.0,,30,0.0,-4.0,72.0,25.9,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.29,30,9,21,0,0,0,1.0,,30,0.0,-4.0,68.0,25.233333333333334,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.31,30,9,21,0,0,0,1.0,,30,0.0,-4.0,64.0,24.566666666666663,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.33,30,9,21,0,0,0,1.0,,30,0.0,-4.0,60.0,23.9,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.35,30,8,22,0,0,0,1.0,,30,0.0,-4.0,56.0,23.2,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.37,30,8,22,0,0,0,1.0,,30,0.0,-4.0,51.0,22.633333333333333,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.39,30,8,22,0,0,0,1.0,,30,0.0,-4.0,47.0,22.0,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.41,30,8,22,0,0,0,1.0,,30,0.0,-4.0,42.0,21.433333333333337,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.43,30,8,22,0,0,0,1.0,,30,0.0,-4.0,37.0,20.8,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.45,30,7,23,0,0,0,1.0,,30,0.0,-4.0,32.0,20.2,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.47,30,7,23,0,0,0,1.0,,30,0.0,-4.0,27.0,19.7,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.49,30,7,23,0,0,0,1.0,,30,0.0,-4.0,21.0,19.166666666666668,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.51,30,7,23,0,0,0,1.0,,30,0.0,-4.0,16.0,18.6,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.53,30,7,23,0,0,0,1.0,,30,0.0,-4.0,10.0,18.0,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.55,30,7,23,0,0,0,1.0,,30,0.0,-4.0,5.0,17.4,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.57,30,6,24,0,0,0,1.0,,30,0.0,-4.0,4.0,16.733333333333334,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.59,30,6,24,0,0,0,1.0,,30,0.0,-4.0,4.0,16.266666666666666,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.61,30,6,24,0,0,0,1.0,,30,0.0,-4.0,2.0,15.933333333333334,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.63,30,6,24,0,0,0,1.0,,30,0.0,-4.0,2.0,15.666666666666666,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.65,30,6,24,0,0,0,1.0,,30,0.0,-4.0,2.0,15.4,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.67,30,6,24,0,0,0,1.0,,30,0.0,-4.0,2.0,15.133333333333333,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.69,30,6,24,0,0,0,1.0,,30,0.0,-4.0,2.0,14.833333333333334,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.71,30,5,25,0,0,0,1.0,,30,0.0,-4.0,1.0,14.566666666666666,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.73,30,4,26,0,0,0,1.0,,30,0.0,-4.0,1.0,14.533333333333331,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.75,30,4,26,0,0,0,1.0,,30,0.0,-4.0,1.0,14.533333333333331,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.77,30,4,26,0,0,0,1.0,,30,0.0,-4.0,1.0,14.533333333333331,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.79,30,4,26,0,0,0,1.0,,30,-1.0,-4.0,1.0,14.366666666666667,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.81,30,4,26,0,0,0,1.0,,30,-3.0,-27.0,1.0,10.6,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.83,30,4,26,0,0,0,1.0,,30,-3.0,-27.0,1.0,10.6,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.85,30,4,26,0,0,0,1.0,,30,-3.0,-27.0,1.0,10.566666666666666,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.87,30,4,26,0,0,0,1.0,,30,-3.0,-27.0,1.0,10.566666666666666,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.89,30,4,26,0,0,0,1.0,,30,-3.0,-27.0,1.0,10.566666666666666,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.91,30,3,27,0,0,0,1.0,,30,-3.0,-27.0,0.0,10.533333333333331,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.93,30,3,27,0,0,0,1.0,,30,-3.0,-27.0,0.0,10.4,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.95,30,2,28,0,0,0,1.0,,30,-3.0,-27.0,0.0,9.7,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.97,30,2,28,0,0,0,1.0,,30,-3.0,-27.0,0.0,9.7,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
closed_loop_sensitivity_1e4,0.99,30,2,28,0,0,0,1.0,,30,-3.0,-27.0,0.0,9.633333333333333,c63af7e371d1a64c8004b9cb634b45eacdf37223-dirty,42,exp04_lead_time_20260802T042212Z.csv,open_vs_closed
