system,knowledge_level,threshold,n_runs,n_detected_before,n_detected_after,n_missed,n_false_alarm,n_no_event,detection_rate,false_alarm_rate,n_lead_defined,lead_median_slices,lead_p10_slices,lead_p90_slices,lead_mean_slices,git_sha,source_file,ablation_axis
dbn_hard_evidence,full_dbn,0.41,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.43,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.45,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.47,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.49,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.51,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.53,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.55,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.57,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.59,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.61,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.63,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.65,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.67,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.233333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.69,30,17,13,0,0,0,1.0,,30,1.0,0.0,56.0,15.2,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.71,30,3,27,0,0,0,1.0,,30,0.0,-35.0,0.0,-3.933333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.73,30,3,27,0,0,0,1.0,,30,0.0,-35.0,0.0,-3.933333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.75,30,3,27,0,0,0,1.0,,30,0.0,-35.0,0.0,-3.933333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.77,30,3,27,0,0,0,1.0,,30,0.0,-35.0,0.0,-3.933333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.79,30,3,27,0,0,0,1.0,,30,0.0,-35.0,0.0,-4.133333333333334,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.81,30,3,27,0,0,0,1.0,,30,0.0,-38.0,0.0,-6.9,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.83,30,3,27,0,0,0,1.0,,30,0.0,-38.0,0.0,-6.9,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.85,30,3,27,0,0,0,1.0,,30,0.0,-38.0,0.0,-6.9,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.87,30,3,27,0,0,0,1.0,,30,0.0,-38.0,0.0,-6.9,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.89,30,3,27,0,0,0,1.0,,30,0.0,-38.0,0.0,-6.9,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.91,30,3,27,0,0,0,1.0,,30,0.0,-38.0,0.0,-6.9,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.93,30,3,27,0,0,0,1.0,,30,0.0,-38.0,0.0,-6.9,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.95,30,0,30,0,0,0,1.0,,30,-7.0,-138.0,0.0,-34.06666666666667,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.97,30,0,30,0,0,0,1.0,,30,-7.0,-138.0,0.0,-34.06666666666667,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
dbn_hard_evidence,full_dbn,0.99,30,0,30,0,0,0,1.0,,30,-7.0,-138.0,0.0,-34.3,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.05,30,30,0,0,0,0,1.0,,30,21.0,7.0,54.0,29.066666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.07,30,30,0,0,0,0,1.0,,30,21.0,7.0,54.0,29.066666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.09,30,30,0,0,0,0,1.0,,30,21.0,7.0,54.0,29.066666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.11,30,30,0,0,0,0,1.0,,30,21.0,7.0,54.0,29.066666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.13,30,30,0,0,0,0,1.0,,30,21.0,5.0,54.0,28.433333333333337,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.15,30,30,0,0,0,0,1.0,,30,21.0,5.0,54.0,28.433333333333337,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.17,30,30,0,0,0,0,1.0,,30,21.0,5.0,54.0,28.433333333333337,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.19,30,30,0,0,0,0,1.0,,30,21.0,5.0,54.0,28.433333333333337,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.21,30,30,0,0,0,0,1.0,,30,21.0,5.0,54.0,28.433333333333337,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.23,30,30,0,0,0,0,1.0,,30,21.0,5.0,54.0,28.433333333333337,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.25,30,30,0,0,0,0,1.0,,30,21.0,5.0,54.0,28.433333333333337,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.27,30,29,1,0,0,0,1.0,,30,20.0,4.0,53.0,27.2,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.29,30,29,1,0,0,0,1.0,,30,20.0,4.0,53.0,27.2,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.31,30,29,1,0,0,0,1.0,,30,20.0,4.0,53.0,27.2,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.33,30,29,1,0,0,0,1.0,,30,20.0,4.0,53.0,27.2,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.35,30,29,1,0,0,0,1.0,,30,20.0,4.0,53.0,27.2,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.37,30,29,1,0,0,0,1.0,,30,20.0,4.0,53.0,27.2,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.39,30,29,1,0,0,0,1.0,,30,18.0,3.0,53.0,26.133333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.41,30,29,1,0,0,0,1.0,,30,18.0,3.0,53.0,26.133333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.43,30,29,1,0,0,0,1.0,,30,18.0,3.0,53.0,26.133333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.45,30,29,1,0,0,0,1.0,,30,18.0,3.0,53.0,26.133333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.47,30,29,1,0,0,0,1.0,,30,18.0,3.0,53.0,26.133333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.49,30,29,1,0,0,0,1.0,,30,18.0,3.0,53.0,26.133333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.51,30,28,2,0,0,0,1.0,,30,16.0,1.0,51.0,22.566666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.53,30,28,2,0,0,0,1.0,,30,16.0,1.0,51.0,22.566666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.55,30,28,2,0,0,0,1.0,,30,16.0,1.0,51.0,22.566666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.57,30,28,2,0,0,0,1.0,,30,16.0,1.0,51.0,22.566666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.59,30,28,2,0,0,0,1.0,,30,16.0,1.0,51.0,22.566666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.61,30,28,2,0,0,0,1.0,,30,16.0,1.0,51.0,22.566666666666663,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.63,30,18,12,0,0,0,1.0,,30,1.0,0.0,21.0,6.866666666666666,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.65,30,18,12,0,0,0,1.0,,30,1.0,0.0,21.0,6.866666666666666,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.67,30,18,12,0,0,0,1.0,,30,1.0,0.0,21.0,6.866666666666666,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.69,30,18,12,0,0,0,1.0,,30,1.0,0.0,21.0,6.866666666666666,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.71,30,18,12,0,0,0,1.0,,30,1.0,0.0,21.0,6.866666666666666,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.73,30,18,12,0,0,0,1.0,,30,1.0,0.0,21.0,6.866666666666666,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.75,30,18,12,0,0,0,1.0,,30,1.0,0.0,21.0,6.866666666666666,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.77,30,3,27,0,0,0,1.0,,30,-11.0,-49.0,0.0,-14.8,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.79,30,3,27,0,0,0,1.0,,30,-11.0,-49.0,0.0,-14.8,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.81,30,3,27,0,0,0,1.0,,30,-11.0,-49.0,0.0,-14.8,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.83,30,3,27,0,0,0,1.0,,30,-11.0,-49.0,0.0,-14.8,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.85,30,3,27,0,0,0,1.0,,30,-11.0,-49.0,0.0,-14.8,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.87,30,3,27,0,0,0,1.0,,30,-11.0,-49.0,0.0,-14.8,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.89,30,0,30,0,0,0,1.0,,30,-78.0,-170.0,-6.0,-83.53333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.91,30,0,30,0,0,0,1.0,,30,-78.0,-170.0,-6.0,-83.53333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.93,30,0,30,0,0,0,1.0,,30,-78.0,-170.0,-6.0,-83.53333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.95,30,0,30,0,0,0,1.0,,30,-78.0,-170.0,-6.0,-83.53333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.97,30,0,30,0,0,0,1.0,,30,-78.0,-170.0,-6.0,-83.53333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,blind,0.99,30,0,30,0,0,0,1.0,,30,-78.0,-170.0,-6.0,-83.53333333333333,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.05,30,1,24,0,5,0,1.0,1.0,25,0.0,0.0,0.0,4.44,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.07,30,1,24,0,5,0,1.0,1.0,25,0.0,0.0,0.0,4.44,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.09,30,1,24,0,5,0,1.0,1.0,25,0.0,0.0,0.0,4.44,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.11,30,1,24,0,5,0,1.0,1.0,25,0.0,0.0,0.0,4.44,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.13,30,0,1,24,2,3,0.04,0.4,1,-79.0,-79.0,-79.0,-79.0,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.15,30,0,1,24,2,3,0.04,0.4,1,-79.0,-79.0,-79.0,-79.0,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.17,30,0,1,24,2,3,0.04,0.4,1,-79.0,-79.0,-79.0,-79.0,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.19,30,0,1,24,2,3,0.04,0.4,1,-79.0,-79.0,-79.0,-79.0,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.21,30,0,1,24,2,3,0.04,0.4,1,-79.0,-79.0,-79.0,-79.0,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.23,30,0,1,24,2,3,0.04,0.4,1,-79.0,-79.0,-79.0,-79.0,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.25,30,0,1,24,2,3,0.04,0.4,1,-79.0,-79.0,-79.0,-79.0,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.27,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.29,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.31,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.33,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.35,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.37,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.39,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.41,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.43,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.45,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.47,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.49,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.51,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.53,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.55,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.57,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.59,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.61,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.63,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.65,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.67,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.69,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.71,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.73,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.75,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.77,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.79,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.81,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.83,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.85,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.87,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.89,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.91,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.93,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.95,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
rule_based,analytics,0.97,30,0,0,25,0,5,0.0,0.0,0,,,,,0ba387c649f0f42a31bd4b0967b021ccf4c2220f,exp09_robustness_curve_20260810T091537Z.csv,adversarial_robustness
