arm,threshold,n_runs,n_detected_before,n_detected_after,n_missed,n_false_alarm,n_no_event,detection_rate,false_alarm_rate,n_lead_defined,lead_median_slices,lead_p10_slices,lead_p90_slices,lead_mean_slices,git_sha,source_file,ablation_axis
soft_calibrated,0.35,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.37,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.39,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.41,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.43,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.45,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.47,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.49,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.51,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.53,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.55,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.57,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.59,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.61,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.63,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.65,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.67,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.69,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.71,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.73,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.75,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.77,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.79,30,0,30,0,0,0,1.0,,30,-1.0,-4.0,0.0,-1.3333333333333333,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.81,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.83,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.85,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.87,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.89,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.91,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.93,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.95,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.97,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated,0.99,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.05,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.07,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.09,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.11,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.13,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.15,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.17,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.19,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.21,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.23,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.25,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.27,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.29,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.31,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.33,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.35,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.37,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.39,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.41,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.43,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.45,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.47,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.49,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.51,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.53,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.55,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.57,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.59,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.61,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.63,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.65,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.67,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.69,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.71,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.73,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.75,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.77,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.79,30,0,30,0,0,0,1.0,,30,-1.0,-4.0,0.0,-1.3,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.81,30,0,30,0,0,0,1.0,,30,-4.0,-40.0,0.0,-12.433333333333334,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.83,30,0,30,0,0,0,1.0,,30,-4.0,-42.0,0.0,-12.8,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.85,30,0,30,0,0,0,1.0,,30,-4.0,-42.0,0.0,-12.866666666666667,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.87,30,0,30,0,0,0,1.0,,30,-4.0,-42.0,0.0,-12.9,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.89,30,0,30,0,0,0,1.0,,30,-4.0,-43.0,0.0,-12.933333333333334,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.91,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.93,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.95,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.97,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
soft_calibrated_naive_lik,0.99,30,0,30,0,0,0,1.0,,30,-4.0,-44.0,0.0,-12.966666666666669,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.05,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.07,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.09,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.11,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.13,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.15,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.17,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.19,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.21,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.23,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.25,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.27,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.29,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.31,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.33,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.35,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.37,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.39,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.41,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.43,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.45,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.47,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.49,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.51,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.53,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.55,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.57,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.59,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.61,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.63,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.65,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
hard_thresholded_perception,0.67,30,0,30,0,0,0,1.0,,30,0.0,-4.0,0.0,-0.9333333333333332,d26ea3288d880432e8dd9c7ac086bcc667e988e2-dirty,exp05_dbn_lead_time_20260802T185037Z.csv,evidence_calibration
